Scan Iteration,theta_x,theta_y,delta_z
1,0.0077793086695522595,-5.7881647880340526e-05,0.07952681319567084
2,0.00810569110411116,0.0005317019942498463,0.02093794684889161
3,0.007269050048093209,0.0006615134874901922,0.08614498821989164
4,0.005718161256870782,0.0011116910533592135,0.027767193402297274
5,0.005904285056340455,-1.620126994817598e-05,0.15799137051164236
