Scan Iteration,theta_x,theta_y,delta_z
1,-0.001020533931490827,0.00048126868288808855,0.1322072844294561
2,0.0008153853565892335,0.0002634037299029273,0.0024879571443179455
3,0.001190313792747859,0.0006365652527368464,-0.03773344848597858
4,-0.0004571099493376202,0.0006375055287870586,0.022299980145456078
5,0.0004127480070808119,0.00044600420697172487,0.006245689382772854
