Scan Iteration,theta_x,theta_y,delta_z
1,-0.001954442114838053,0.0008550297830628227,0.207627337137122
2,0.0026615899828777248,-5.444803759002406e-05,0.015047482797527129
3,-0.0025497106845646044,0.0008263089396857347,0.29496134176411215
4,-0.00332286818953941,5.219289280022801e-05,0.30684848193313746
5,-0.0008877223580196334,0.0014137863580923954,0.15413217830799722
