Scan Iteration,theta_x,theta_y,delta_z
1,-0.0205022052390379,0.0005197464059567577,1.7947264194050576
2,-0.017800700563826523,0.000744326127544796,1.5291781578566401
3,-0.01739947718211639,0.0007550766862539112,1.4980312562763962
4,-0.0211581957645681,0.0012033698499740858,1.8550062276538677
5,-0.017484970721370285,0.0007639885137205856,1.5169623253761684
