Scan Iteration,theta_x,theta_y,delta_z
1,-0.0108556137735093,-0.00039539799779009764,0.7841015905738993
2,-0.007688505807614419,0.0005477126322159962,0.7461705904003281
3,-0.005161936799938263,-0.00023489381682592758,0.33830151349433335
4,-0.020574967200842127,-0.0012247455904555089,1.6008612187833144
5,-0.008915294669722039,-0.0006546812902856633,0.6478779547113935
