Scan Iteration,theta_x,theta_y,delta_z
1,-0.0032072783245505657,-0.0003963477704687442,0.3635149603062888
2,-0.004864226678129012,-0.0010011655064656147,0.3768203702255556
3,-0.0030784464020042457,-0.0009667348219275243,0.39847797960506653
4,-0.004536885039816804,-0.0011204667326933382,0.3839948900716719
5,-0.004711996377077526,-0.0009470451812098064,0.40146208238127923
