Scan Iteration,theta_x,theta_y,delta_z
1,-0.004895305178126692,0.0005184497842672002,0.40991029214398744
2,-0.003842453379263668,0.0004368807540172754,0.27418505910814617
3,-0.003251409217998517,-0.00016561444125674324,0.4423732157751816
4,-0.0029386086398705998,0.00047306537113305744,0.20950239095569784
5,-0.0030665500233379704,0.0015915435439838048,0.17253087159064076
