Scan Iteration,theta_x,theta_y,delta_z
1,0.027001421211496176,0.0005138991185673083,0.08162181594856421
2,0.02637227338546417,0.0008854569154005583,0.046487534722940094
3,0.02604540489096409,0.0008297094194946468,0.03773011088696254
4,0.026883863621905424,0.0012071282672990273,0.5979468630471083
5,0.02663271264770317,0.0009496511181832307,0.6007065484885878
