Scan Iteration,theta_x,theta_y,delta_z
1,-0.001761856756740926,0.0007710251088529201,0.22368184692116286
2,-0.002746395202622327,0.000636772082290791,0.1885975516854888
3,0.0005313294549305931,0.0007468372946701425,0.18767354851746343
4,-0.0026062621375732647,0.0009954139544816243,0.5358368994116259
5,-0.00888446606809513,0.00017608200890381409,0.798802373367691
