Scan Iteration,theta_x,theta_y,delta_z
1,0.004895305178126641,0.0005184497842672002,0.40991029214399566
2,0.0038424533792635884,0.0004368807540172754,0.2741850591081183
3,0.003251409218032464,0.00016561444125674324,0.442373215776674
4,0.002938608639870388,0.00047306537113305744,0.2095023909557166
5,3.138526103566419,3.1400011100458096,58747.19601165655
