Scan Iteration,theta_x,theta_y,delta_z
1,-0.0019544421147812477,0.0008550297829329765,0.20762733713467285
2,0.0026615899828777248,-5.4448035550973445e-05,0.015047482797527129
3,-0.0025497106846516905,0.0008263089396857347,0.29496134176794125
4,-0.0033228681895059982,5.2192886418766667e-05,0.3068484819316922
5,-0.0008877223580196334,0.0014137863580923954,0.15413217830799722
