Scan Iteration,theta_x,theta_y,delta_z
1,3.139638211474955,3.14073762380686,88239.4578726587
2,3.138931063606915,5.4448039629074596e-05,65812.91883048313
3,3.1390429429051414,0.0008263089396857347,68978.8720584667
4,3.13826978540022,3.14154046069912,52072.719570967
5,3.1407049312321487,3.140178867231701,198943.99736821558
