Scan Iteration,theta_x,theta_y,delta_z
1,3.139638211475012,3.14073762380686,-88239.21115090352
2,3.1389310636069157,5.4448035550973445e-05,-65812.65562434586
3,3.1390429429051414,0.0008263089396857347,-68978.50635210294
4,3.1382697854002872,3.1415404607033746,-52072.39335392554
5,3.1407049312317734,3.140178867231701,-198943.76740873346
