Scan Iteration,theta_x,theta_y,delta_z
1,0.034263215469130574,0.0009183235852606743,0.0805349523115797
2,0.03572383286979575,0.0009688465325637233,0.10917219912641096
3,0.03333999439562678,0.000949824102272568,0.09181608694245558
4,0.03348769715625629,0.0006290211374054848,0.06974552945973533
5,0.03430357238430561,0.0005594562746555941,0.09328370173554479
