Scan Iteration,theta_x,theta_y,delta_z
1,-0.004895305178126692,0.0005184497842672002,0.40991029214398744
2,-0.003842453379263668,0.0004368807535090254,0.27418505910814617
3,-0.003251409218032663,-0.00016561444125674324,0.44237321577670763
4,-0.0029386086399083803,0.00047306537113305744,0.20950239095737921
5,-0.003066550023410379,0.0015915435439838048,0.17253087159390187
